time (unix)	dt (s)	source (°C)
1616525378.497	0.085	12.8210
1616525389.500	0.094	12.7950
1616525400.498	0.092	12.7650
1616525411.510	0.096	12.7490
1616525422.516	0.102	12.7190
1616525433.497	0.084	12.6890
1616525444.499	0.093	12.6670
1616525455.500	0.087	12.6460
1616525466.497	0.085	12.6120
1616525477.491	0.085	12.5960
1616525488.500	0.087	12.5690
1616525499.515	0.097	12.5380
1616525510.507	0.101	12.5200
1616525521.499	0.087	12.4890
1616525543.511	0.098	12.4410
1616525554.488	0.082	12.4120
1616525565.505	0.091	12.3880
1616525576.491	0.084	12.3630
1616525587.508	0.094	12.3350
1616525598.488	0.076	12.3130
1616525609.491	0.085	12.2830
1616525620.509	0.096	12.2600
1616525631.508	0.091	12.2330
1616525642.484	0.078	12.2080
1616525653.481	0.075	12.1860
1616525664.504	0.092	12.1570
1616525675.490	0.084	12.1280
1616525686.508	0.092	12.1090
1616525697.514	0.098	12.0780
1616525708.498	0.093	12.0520
1616525719.508	0.095	12.0300
1616525730.498	0.084	11.9970
1616525741.490	0.084	11.9750
1616525763.508	0.092	11.9190
1616525774.513	0.097	11.8920
1616525785.490	0.084	11.8670
1616525796.516	0.101	11.8380
1616525807.507	0.094	11.8080
1616525818.499	0.085	11.7870
1616525829.502	0.096	11.7570
1616525840.500	0.094	11.7350
1616525851.496	0.090	11.7050
1616525862.498	0.085	11.6780
1616525873.491	0.085	11.6520
1616525884.499	0.087	11.6230
1616525895.498	0.085	11.6030
1616525906.500	0.095	11.5720
1616525917.498	0.092	11.5380
1616525928.498	0.086	11.5200
1616525939.507	0.092	11.4860
1616525950.493	0.086	11.4610
1616525961.491	0.085	11.4390
1616525983.498	0.084	11.3840
1616525994.492	0.086	11.3560
1616526005.489	0.084	11.3210
1616526016.490	0.077	11.3010
1616526027.508	0.102	11.2720
1616526038.491	0.085	11.2480
1616526049.492	0.079	11.2180
1616526060.499	0.085	11.1930
1616526071.514	0.098	11.1620
1616526082.497	0.091	11.1370
1616526093.508	0.092	11.1070
1616526104.506	0.090	11.0820
1616526115.483	0.076	11.0560
1616526137.489	0.076	11.0010
1616526148.507	0.101	10.9670
1616526159.497	0.091	10.9450
1616526170.499	0.086	10.9120
1616526181.513	0.100	10.8880
1616526203.505	0.100	10.8280
1616526214.500	0.087	10.8030
1616526225.499	0.086	10.7740
1616526236.506	0.092	10.7470
1616526247.507	0.102	10.7180
1616526258.497	0.090	10.6890
1616526269.505	0.092	10.6610
1616526280.490	0.084	10.6310
1616526291.508	0.092	10.6060
1616526302.499	0.084	10.5730
1616526313.493	0.087	10.5460
1616526324.499	0.093	10.5160
1616526335.507	0.095	10.4890
1616526346.505	0.092	10.4600
1616526357.507	0.101	10.4330
1616526368.508	0.095	10.4000
1616526379.508	0.090	10.3760
1616526390.491	0.086	10.3440
1616526401.502	0.089	10.3170
1616526423.514	0.099	10.2570
1616526434.507	0.101	10.2290
1616526445.496	0.090	10.2010
1616526456.488	0.076	10.1690
1616526467.507	0.101	10.1440
1616526478.511	0.106	10.1140
1616526489.496	0.081	10.0810
1616526500.505	0.100	10.0550
1616526511.515	0.100	10.0240
1616526522.483	0.076	9.9920
1616526533.508	0.093	9.9680
1616526544.497	0.083	9.9360
1616526555.481	0.076	9.9040
1616526566.506	0.092	9.8790
1616526577.499	0.092	9.8470
1616526588.500	0.086	9.8140
1616526599.490	0.076	9.7930
1616526610.500	0.094	9.7550
1616526621.506	0.100	9.7280
1616526643.504	0.091	9.6620
1616526654.499	0.094	9.6390
1616526665.491	0.085	9.6090
1616526676.507	0.095	9.5690
1616526687.514	0.100	9.5500
1616526698.500	0.094	9.5150
1616526709.499	0.093	9.4830
1616526720.508	0.095	9.4600
1616526731.498	0.085	9.4140
1616526742.507	0.102	9.4010
1616526753.506	0.100	9.3620
1616526764.513	0.099	9.3270
1616526775.523	0.117	9.3090
1616526786.505	0.099	9.2620
1616526797.522	0.109	9.2410
1616526808.505	0.089	9.2140
1616526819.492	0.086	9.1760
1616526830.497	0.090	9.1440
1616526841.522	0.109	9.1140
1616526863.526	0.110	9.0490
1616526874.522	0.108	9.0180
1616526885.516	0.109	8.9900
1616526896.513	0.107	8.9550
1616526907.500	0.084	8.9280
1616526918.516	0.111	8.8950
1616526929.491	0.085	8.8600
1616526940.492	0.079	8.8320
1616526962.521	0.108	8.7730
1616526973.508	0.102	8.7410
1616526984.515	0.109	8.7010
1616526995.517	0.103	8.6770
1616527006.518	0.100	8.6400
1616527017.497	0.083	8.6110
1616527028.492	0.086	8.5780
1616527039.520	0.115	8.5460
1616527050.513	0.101	8.5110
1616527061.500	0.094	8.4840
1616527083.513	0.106	8.4160
1616527094.505	0.092	8.3840
1616527105.508	0.102	8.3540
1616527116.482	0.077	8.3190
1616527127.534	0.120	8.2850
1616527138.532	0.119	8.2570
1616527149.521	0.109	8.2190
1616527160.529	0.113	8.1930
1616527171.497	0.092	8.1530
1616527182.533	0.117	8.1200
1616527193.522	0.109	8.0950
1616527204.515	0.109	8.0490
1616527215.521	0.116	8.0280
1616527226.522	0.110	7.9860
1616527237.513	0.098	7.9540
1616527248.499	0.092	7.9270
1616527259.532	0.120	7.8830
1616527270.507	0.094	7.8550
1616527281.522	0.108	7.8180
1616527303.514	0.108	7.7570
1616527314.525	0.113	7.7160
1616527325.509	0.094	7.6840
1616527336.523	0.109	7.6550
1616527347.523	0.107	7.6130
1616527358.500	0.094	7.5870
1616527369.498	0.092	7.5460
1616527380.515	0.103	7.5130
1616527391.498	0.085	7.4810
1616527402.501	0.095	7.4430
1616527413.507	0.101	7.4110
1616527424.509	0.096	7.3760
1616527435.523	0.110	7.3440
1616527446.507	0.093	7.3040
1616527457.507	0.092	7.2760
1616527468.514	0.100	7.2340
1616527479.493	0.086	7.2000
1616527490.490	0.084	7.1720
1616527501.515	0.099	7.1260
1616527523.509	0.103	7.0650
1616527534.507	0.102	7.0200
1616527545.507	0.101	6.9980
1616527556.517	0.104	6.9520
1616527567.508	0.094	6.9140
1616527578.513	0.100	6.8880
1616527589.485	0.079	6.8430
1616527600.507	0.102	6.8120
1616527611.490	0.084	6.7770
1616527622.499	0.087	6.7330
1616527633.505	0.092	6.7060
1616527644.500	0.094	6.6650
1616527655.490	0.084	6.6270
1616527666.500	0.086	6.6000
1616527677.506	0.093	6.5540
1616527688.491	0.085	6.5250
1616527699.501	0.088	6.4890
1616527710.524	0.108	6.4440
1616527721.506	0.091	6.4160
1616527743.512	0.107	6.3380
1616527754.523	0.110	6.3030
1616527765.497	0.085	6.2580
1616527776.500	0.094	6.2310
1616527787.514	0.108	6.1900
1616527798.501	0.087	6.1490
1616527809.498	0.086	6.1230
1616527820.498	0.082	6.0700
1616527831.514	0.108	6.0450
1616527842.515	0.101	6.0000
1616527853.522	0.107	5.9640
1616527864.490	0.084	5.9350
1616527886.494	0.088	5.8570
1616527897.493	0.088	5.8190
1616527908.493	0.087	5.7710
1616527919.491	0.085	5.7390
1616527930.517	0.104	5.6980
1616527941.500	0.085	5.6600
1616527952.515	0.100	5.6220
1616527963.522	0.106	5.5840
1616527974.508	0.102	5.5520
1616527985.507	0.102	5.5090
1616527996.490	0.084	5.4790
1616528007.508	0.094	5.4490
1616528018.515	0.102	5.4060
1616528029.506	0.092	5.3830
1616528040.492	0.086	5.3480
1616528051.483	0.077	5.3100
1616528062.509	0.094	5.2840
1616528084.537	0.123	5.2210
1616528095.499	0.094	5.1920
1616528106.506	0.100	5.1640
1616528117.508	0.094	5.1340
1616528128.498	0.086	5.1050
1616528139.538	0.124	5.0810
1616528150.514	0.097	5.0460
1616528161.524	0.118	5.0270
1616528172.498	0.092	4.9970
1616528183.501	0.087	4.9710
1616528194.498	0.085	4.9510
1616528205.550	0.144	4.9190
1616528216.505	0.089	4.8960
1616528227.490	0.083	4.8730
1616528238.533	0.117	4.8520
1616528249.555	0.143	4.8280
1616528260.498	0.086	4.8050
1616528271.556	0.140	4.7820
1616528282.553	0.139	4.7580
1616528304.539	0.133	4.7180
1616528315.491	0.085	4.6950
1616528326.549	0.137	4.6820
1616528337.498	0.086	4.6530
1616528348.498	0.083	4.6390
1616528359.492	0.086	4.6220
1616528370.538	0.132	4.5910
1616528381.564	0.150	4.5880
1616528392.493	0.077	4.5590
1616528403.546	0.131	4.5430
1616528414.485	0.078	4.5360
1616528425.516	0.110	4.5010
1616528436.515	0.109	4.5000
1616528447.557	0.145	4.4770
1616528458.563	0.151	4.4570
1616528469.516	0.102	4.4520
1616528480.554	0.140	4.4250
1616528491.570	0.154	4.4130
1616528502.484	0.078	4.4060
1616528524.531	0.125	4.3720
1616528535.481	0.076	4.3610
1616528546.532	0.120	4.3360
1616528557.541	0.125	4.3280
1616528568.537	0.125	4.3200
1616528579.507	0.101	4.3000
1616528590.557	0.144	4.2900
1616528601.532	0.120	4.2790
1616528612.565	0.149	4.2630
1616528623.554	0.138	4.2520
1616528634.547	0.141	4.2440
1616528645.576	0.171	4.2230
1616528656.555	0.141	4.2220
1616528667.553	0.140	4.2070
1616528678.539	0.133	4.1880
1616528689.546	0.140	4.1880
1616528700.544	0.139	4.1720
1616528711.542	0.126	4.1560
1616528722.547	0.133	4.1580
1616528744.544	0.132	4.1310
1616528755.546	0.141	4.1280
1616528766.545	0.139	4.1100
1616528777.546	0.133	4.1020
1616528788.546	0.132	4.1010
1616528799.532	0.127	4.0850
1616528810.540	0.133	4.0740
1616528821.524	0.117	4.0740
1616528832.563	0.157	4.0550
1616528843.537	0.132	4.0470
1616528854.540	0.128	4.0480
1616528865.539	0.125	4.0320
1616528876.539	0.124	4.0250
1616528887.538	0.124	4.0170
1616528898.567	0.153	4.0100
1616528909.555	0.149	4.0070
1616528920.529	0.124	3.9950
1616528931.540	0.126	3.9920
1616528942.538	0.122	3.9870
1616528964.515	0.109	3.9740
1616528975.540	0.127	3.9620
1616528986.540	0.126	3.9570
1616528997.512	0.100	3.9530
1616529008.508	0.102	3.9440
1616529019.523	0.117	3.9420
1616529030.529	0.123	3.9280
1616529041.531	0.116	3.9240
1616529052.539	0.123	3.9210
1616529063.548	0.143	3.9130
1616529074.523	0.116	3.9120
1616529085.548	0.135	3.9020
1616529096.554	0.138	3.8950
1616529107.524	0.118	3.8930
1616529118.546	0.140	3.8910
1616529129.545	0.140	3.8810
1616529140.523	0.111	3.8790
1616529151.524	0.108	3.8740
1616529162.522	0.107	3.8690
1616529184.520	0.114	3.8630
1616529195.521	0.108	3.8500
1616529206.516	0.110	3.8520
1616529217.546	0.140	3.8510
1616529228.546	0.133	3.8320
1616529239.522	0.107	3.8390
1616529250.517	0.110	3.8370
1616529261.546	0.140	3.8250
1616529272.541	0.128	3.8250
1616529283.525	0.111	3.8250
1616529294.516	0.100	3.8150
1616529305.546	0.132	3.8140
1616529316.515	0.098	3.8140
1616529327.540	0.134	3.8030
1616529338.538	0.133	3.7980
1616529349.514	0.107	3.8040
1616529360.518	0.101	3.7930
1616529371.547	0.133	3.7900
1616529382.513	0.099	3.7910
1616529404.538	0.132	3.7820
1616529415.515	0.109	3.7770
1616529426.499	0.093	3.7770
1616529437.513	0.107	3.7740
1616529448.543	0.127	3.7720
1616529459.508	0.095	3.7720
1616529470.507	0.094	3.7650
1616529481.556	0.142	3.7660
1616529492.506	0.093	3.7620
1616529503.530	0.114	3.7600
1616529514.500	0.094	3.7580
1616529525.507	0.100	3.7510
1616529536.508	0.096	3.7550
1616529547.508	0.092	3.7500
1616529558.539	0.123	3.7500
1616529569.508	0.091	3.7460
1616529580.501	0.095	3.7440
1616529591.523	0.117	3.7440
1616529602.529	0.124	3.7400
1616529624.545	0.133	3.7350
1616529635.504	0.090	3.7310
1616529646.522	0.117	3.7320
1616529657.500	0.088	3.7280
1616529668.532	0.120	3.7280
1616529679.501	0.085	3.7280
1616529690.499	0.087	3.7160
1616529701.531	0.116	3.7210
1616529712.525	0.108	3.7190
1616529723.514	0.100	3.7190
1616529734.524	0.118	3.7150
1616529745.498	0.093	3.7150
1616529756.542	0.128	3.7110
1616529767.500	0.088	3.7100
1616529778.516	0.104	3.7090
1616529789.516	0.099	3.7090
1616529800.509	0.102	3.7060
1616529811.491	0.085	3.7070
1616529822.517	0.105	3.7030
1616529844.491	0.077	3.7010
1616529855.540	0.123	3.6980
1616529866.520	0.105	3.7010
1616529877.483	0.077	3.6960
1616529888.532	0.120	3.6960
1616529899.532	0.117	3.6960
1616529910.538	0.123	3.6900
1616529921.531	0.125	3.6950
1616529932.530	0.125	3.6880
1616529943.506	0.100	3.6900
1616529954.517	0.103	3.6860
1616529965.527	0.109	3.6870
1616529976.539	0.126	3.6870
1616529987.536	0.124	3.6850
1616529998.524	0.118	3.6850
1616530009.531	0.125	3.6790
1616530020.499	0.093	3.6850
1616530031.529	0.124	3.6780
1616530042.524	0.110	3.6730
1616530064.529	0.116	3.6780
1616530075.523	0.117	3.6740
1616530086.499	0.092	3.6740
1616530097.533	0.119	3.6750
1616530108.524	0.110	3.6690
1616530119.538	0.125	3.6710
1616530130.521	0.106	3.6760
1616530141.522	0.116	3.6680
1616530152.517	0.105	3.6680
1616530163.542	0.127	3.6680
1616530174.539	0.127	3.6680
1616530185.523	0.108	3.6680
1616530196.524	0.108	3.6650
1616530207.522	0.107	3.6690
1616530218.516	0.111	3.6630
1616530229.514	0.108	3.6630
1616530240.501	0.087	3.6630
1616530251.525	0.109	3.6630
1616530262.529	0.116	3.6620
1616530284.516	0.110	3.6590
1616530295.507	0.101	3.6550
1616530306.511	0.098	3.6580
1616530317.529	0.124	3.6580
1616530328.508	0.094	3.6580
1616530339.531	0.117	3.6510
1616530350.523	0.108	3.6520
1616530361.528	0.114	3.6590
1616530372.506	0.101	3.6470
1616530383.517	0.104	3.6510
1616530394.526	0.110	3.6580
1616530405.524	0.108	3.6470
1616530416.529	0.114	3.6520
1616530427.507	0.102	3.6530
1616530438.499	0.093	3.6460
1616530449.526	0.114	3.6540
1616530460.521	0.116	3.6510
1616530471.533	0.120	3.6520
1616530482.525	0.112	3.6570
1616530504.516	0.103	3.6520
1616530515.526	0.108	3.6480
1616530526.507	0.095	3.6460
1616530537.515	0.101	3.6520
1616530548.505	0.090	3.6480
1616530559.500	0.093	3.6470
1616530570.515	0.109	3.6500
1616530581.517	0.105	3.6470
1616530592.517	0.102	3.6470
1616530603.526	0.109	3.6470
1616530614.507	0.095	3.6400
1616530625.514	0.100	3.6490
1616530636.517	0.111	3.6410
1616530647.518	0.111	3.6410
1616530658.516	0.110	3.6460
1616530669.498	0.092	3.6420
1616530680.511	0.097	3.6460
1616530691.517	0.105	3.6470
1616530702.517	0.103	3.6470
1616530724.517	0.104	3.6470
1616530735.517	0.101	3.6420
1616530746.508	0.093	3.6410
1616530757.515	0.100	3.6420
1616530768.516	0.099	3.6410
1616530779.505	0.090	3.6390
1616530790.499	0.093	3.6440
1616530801.519	0.107	3.6390
1616530812.506	0.100	3.6410
1616530823.517	0.103	3.6420
1616530834.506	0.094	3.6410
1616530845.513	0.099	3.6390
1616530856.508	0.102	3.6450
1616530867.506	0.101	3.6410
1616530878.508	0.096	3.6350
1616530889.502	0.087	3.6380
1616530900.516	0.103	3.6410
1616530911.499	0.086	3.6350
1616530922.498	0.084	3.6390
1616530944.484	0.078	3.6370
1616530955.498	0.092	3.6370
1616530966.501	0.087	3.6380
1616530977.500	0.088	3.6360
1616530988.499	0.087	3.6390
1616530999.512	0.100	3.6350
1616531010.510	0.104	3.6350
1616531021.509	0.104	3.6350
1616531032.493	0.087	3.6330
1616531043.492	0.086	3.6370
1616531054.492	0.086	3.6360
1616531065.501	0.095	3.6330
1616531076.509	0.103	3.6340
1616531087.507	0.102	3.6380
1616531098.490	0.085	3.6300
1616531109.509	0.096	3.6310
1616531120.500	0.086	3.6360
1616531131.491	0.076	3.6310
1616531142.501	0.095	3.6310
1616531164.498	0.092	3.6350
1616531175.518	0.103	3.6320
1616531186.508	0.095	3.6310
1616531197.507	0.094	3.6340
1616531208.507	0.092	3.6310
1616531219.500	0.094	3.6330
1616531230.491	0.085	3.6340
1616531241.509	0.097	3.6310
1616531252.501	0.087	3.6360
1616531263.502	0.084	3.6310
1616531274.506	0.093	3.6360
1616531285.486	0.080	3.6310
1616531296.493	0.087	3.6310
1616531307.507	0.102	3.6330
1616531318.490	0.084	3.6320
1616531329.510	0.095	3.6350
1616531340.509	0.093	3.6310
1616531351.508	0.095	3.6330
1616531362.506	0.093	3.6360
1616531384.493	0.088	3.6360
1616531395.501	0.096	3.6310
1616531406.493	0.087	3.6370
1616531417.517	0.112	3.6330
1616531428.515	0.110	3.6290
1616531439.490	0.084	3.6330
1616531450.526	0.112	3.6340
1616531461.501	0.087	3.6330
1616531472.500	0.087	3.6360
1616531483.506	0.094	3.6310
1616531494.506	0.090	3.6360
1616531505.493	0.087	3.6300
1616531516.501	0.095	3.6360
1616531527.515	0.110	3.6310
1616531538.499	0.093	3.6330
1616531549.518	0.105	3.6360
1616531560.525	0.112	3.6340
1616531571.515	0.102	3.6410
1616531582.514	0.100	3.6360
1616531593.494	0.088	3.6400
1616531604.509	0.104	3.6470
1616531615.518	0.112	3.6520
1616531626.491	0.075	3.6580
1616531637.510	0.104	3.6630
1616531648.485	0.079	3.6680
1616531659.508	0.103	3.6760
1616531670.484	0.079	3.6840
1616531681.484	0.078	3.6900
1616531692.515	0.109	3.7000
1616531703.517	0.105	3.7080
1616531714.509	0.097	3.7170
1616531725.492	0.078	3.7220
1616531736.514	0.101	3.7330
1616531747.525	0.119	3.7500
1616531758.516	0.110	3.7620
1616531769.522	0.116	3.7720
1616531780.524	0.111	3.7790
1616531791.522	0.110	3.8000
1616531802.522	0.108	3.8050
1616531813.501	0.095	3.8190
1616531824.501	0.095	3.8430
1616531835.516	0.110	3.8530
1616531846.515	0.109	3.8680
1616531857.514	0.108	3.8900
1616531868.509	0.094	3.9010
1616531879.523	0.111	3.9220
1616531890.521	0.109	3.9390
1616531901.502	0.095	3.9590
1616531912.516	0.111	3.9710
1616531923.524	0.117	3.9970
1616531934.498	0.092	4.0140
1616531945.501	0.086	4.0310
1616531956.507	0.094	4.0540
1616531967.521	0.108	4.0700
1616531978.517	0.111	4.0940
1616531989.517	0.111	4.1160
1616532000.506	0.101	4.1320
1616532011.516	0.104	4.1620
1616532022.498	0.086	4.1800
1616532033.500	0.085	4.2020
1616532044.516	0.100	4.2360
1616532055.500	0.083	4.2470
1616532066.510	0.103	4.2780
1616532077.492	0.086	4.2970
1616532088.498	0.092	4.3270
1616532099.517	0.103	4.3480
1616532110.492	0.080	4.3750
1616532121.509	0.092	4.4000
1616532132.515	0.101	4.4200
1616532143.513	0.097	4.4550
1616532154.515	0.108	4.4730
1616532165.516	0.104	4.5030
1616532176.516	0.100	4.5260
1616532187.499	0.084	4.5580
1616532198.499	0.093	4.5820
1616532209.526	0.113	4.6080
1616532220.500	0.088	4.6370
1616532231.517	0.102	4.6610
1616532242.506	0.093	4.6900
1616532253.510	0.104	4.7250
1616532264.509	0.103	4.7380
1616532275.499	0.093	4.7810
1616532286.508	0.096	4.8030
1616532297.524	0.107	4.8310
1616532308.530	0.114	4.8630
1616532319.508	0.103	4.8880
1616532330.499	0.094	4.9150
1616532341.498	0.091	4.9430
1616532352.518	0.102	4.9790
1616532363.500	0.085	4.9990
1616532374.524	0.108	5.0340
1616532385.497	0.084	5.0660
1616532396.491	0.086	5.0840
1616532407.516	0.110	5.1260
1616532418.490	0.084	5.1500
1616532429.491	0.079	5.1840
1616532440.522	0.108	5.2150
1616532451.492	0.087	5.2390
1616532462.501	0.095	5.2810
1616532473.515	0.109	5.3050
1616532484.490	0.084	5.3330
1616532495.500	0.087	5.3710
1616532506.501	0.084	5.3950
1616532517.514	0.099	5.4330
1616532528.507	0.101	5.4610
1616532539.509	0.097	5.4830
1616532550.491	0.077	5.5310
1616532561.493	0.087	5.5460
1616532572.483	0.077	5.5850
1616532583.509	0.097	5.6190
1616532594.516	0.102	5.6410
1616532605.506	0.092	5.6870
1616532616.484	0.078	5.7050
1616532627.489	0.083	5.7410
1616532638.516	0.098	5.7800
1616532649.508	0.102	5.7990
1616532660.499	0.093	5.8380
1616532671.509	0.097	5.8710
1616532682.514	0.102	5.8890
1616532693.515	0.099	5.9490
1616532704.500	0.094	5.9530
1616532715.507	0.100	5.9950
1616532726.509	0.097	6.0400
1616532737.539	0.126	6.0460
1616532748.505	0.092	6.1070
1616532759.492	0.086	6.1270
1616532770.490	0.084	6.1500
1616532781.540	0.126	6.1980
1616532792.500	0.084	6.2180
1616532803.514	0.098	6.2490
1616532814.500	0.094	6.2990
1616532825.524	0.118	6.3040
1616532836.507	0.101	6.3570
1616532847.502	0.088	6.3860
1616532858.499	0.087	6.4040
1616532869.506	0.092	6.4580
1616532880.532	0.126	6.4700
1616532891.492	0.086	6.5090
1616532902.498	0.092	6.5490
1616532913.500	0.086	6.5690
1616532924.498	0.085	6.6080
1616532935.533	0.128	6.6440
1616532946.492	0.086	6.6560
1616532957.521	0.116	6.7130
1616532968.492	0.078	6.7390
1616532979.539	0.124	6.7560
1616532990.530	0.115	6.8160
1616533001.525	0.120	6.8280
1616533012.523	0.117	6.8670
1616533023.489	0.084	6.9030
1616533034.499	0.086	6.9200
1616533045.499	0.085	6.9700
1616533056.517	0.111	6.9920
1616533067.524	0.118	7.0190
1616533078.523	0.117	7.0630
1616533089.523	0.117	7.0880
1616533100.513	0.108	7.1200
1616533111.518	0.102	7.1590
1616533122.539	0.122	7.1820
1616533133.485	0.078	7.2160
1616533144.514	0.107	7.2560
1616533155.515	0.103	7.2760
1616533166.515	0.102	7.3260
1616533177.521	0.108	7.3470
1616533188.525	0.118	7.3720
1616533199.523	0.118	7.4200
1616533210.522	0.116	7.4370
1616533232.511	0.105	7.5090
1616533243.523	0.107	7.5290
1616533254.516	0.110	7.5780
1616533265.514	0.108	7.5950
1616533276.532	0.118	7.6330
1616533287.530	0.117	7.6730
1616533298.537	0.121	7.6900
1616533309.507	0.101	7.7400
1616533320.533	0.121	7.7580
1616533331.516	0.103	7.7930
1616533342.530	0.117	7.8310
1616533353.523	0.108	7.8490
1616533364.521	0.106	7.8970
1616533375.522	0.116	7.9200
1616533386.515	0.102	7.9450
1616533397.522	0.107	7.9950
1616533408.525	0.120	8.0080
